date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:36:55	4318/4318	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:36:50%20GMT	https://www.youtube.com/t/impressum	C:/Users/Admin/Desktop/Ziston/www.youtube.com/t/impressum.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:36:56	68422/68422	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:36:54%20GMT	https://www.youtube.com/intl/ALL_ca/ads/how-it-works/set-up-a-campaign/budget/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/how-it-works/set-up-a-campaign/budget/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:36:56	73384/73384	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:36:51%20GMT	https://www.youtube.com/intl/ALL_ca/ads/how-it-works/set-up-a-campaign/audience/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/how-it-works/set-up-a-campaign/audience/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:36:56	86296/86296	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:36:55%20GMT	https://www.youtube.com/intl/ALL_ca/ads/how-it-works/measure-your-results/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/how-it-works/measure-your-results/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:36:56	74333/74333	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:36:55%20GMT	https://www.youtube.com/intl/ALL_ca/ads/news-and-inspiration/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/news-and-inspiration/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:36:56	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202024%2019:36:55%20GMT	https://www.youtube.com/intl/ALL_frtel:1-877-763-9810	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_frtel_1-877-763-9810.1b2.delayed	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:37:16	63714/63714	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:36:56%20GMT	https://www.youtube.com/intl/ALL_ca/ads/resources/measurement-tools/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/resources/measurement-tools/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:37:17	64600/64600	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:36:55%20GMT	https://www.youtube.com/intl/ALL_ca/ads/resources/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/resources/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:37:22	94488/94488	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:36:55%20GMT	https://www.youtube.com/intl/ALL_ca/ads/resources/creative-resources/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/resources/creative-resources/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:37:26	84067/84067	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:36:56%20GMT	https://www.youtube.com/intl/ALL_ca/ads/resources/creator-promotions/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/resources/creator-promotions/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:37:32	78822/78822	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:22%20GMT	https://www.youtube.com/intl/ALL_ca/ads/faqs/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/faqs/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:37:33	68308/68308	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:16%20GMT	https://www.youtube.com/intl/ALL_ca/ads/resources/best-practices/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/resources/best-practices/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:37:33	77523/77523	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:17%20GMT	https://www.youtube.com/intl/ALL_ca/ads/resources/success-stories/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_ca/ads/resources/success-stories/index.html	(from https://www.youtube.com/intl/ALL_ca/ads/)
00:37:33	103299/103299	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:25%20GMT	https://www.youtube.com/intl/fr_ca/ads/how-it-works/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/how-it-works/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:37:33	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202024%2019:37:32%20GMT	https://www.youtube.com/intl/ALL_intel:1-877-763-9810	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_intel_1-877-763-9810.1b3.delayed	(from https://www.youtube.com/intl/ALL_in/ads/)
00:37:48	74964/74964	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:33%20GMT	https://www.youtube.com/intl/fr_ca/ads/how-it-works/set-up-a-campaign/audience/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/how-it-works/set-up-a-campaign/audience/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:37:49	87019/87019	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:32%20GMT	https://www.youtube.com/intl/fr_ca/ads/youtube-for-small-business/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/youtube-for-small-business/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:37:49	72244/72244	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:32%20GMT	https://www.youtube.com/intl/fr_ca/ads/how-it-works/set-up-a-campaign/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/how-it-works/set-up-a-campaign/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:37:49	80527/80527	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:32%20GMT	https://www.youtube.com/intl/fr_ca/ads/how-it-works/create-a-video-ad/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/how-it-works/create-a-video-ad/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:37:49	69289/69289	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:48%20GMT	https://www.youtube.com/intl/fr_ca/ads/how-it-works/set-up-a-campaign/budget/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/how-it-works/set-up-a-campaign/budget/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:37:49	88441/88441	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:48%20GMT	https://www.youtube.com/intl/fr_ca/ads/how-it-works/measure-your-results/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/how-it-works/measure-your-results/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:37:49	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202024%2019:37:48%20GMT	https://www.youtube.com/intl/hi_intel:1-877-763-9810	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/hi_intel_1-877-763-9810.1b4.delayed	(from https://www.youtube.com/intl/hi_in/ads/)
00:38:06	74603/74603	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:49%20GMT	https://www.youtube.com/intl/fr_ca/ads/news-and-inspiration/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/news-and-inspiration/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:38:07	65340/65340	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:49%20GMT	https://www.youtube.com/intl/fr_ca/ads/resources/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/resources/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:38:07	96509/96509	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:49%20GMT	https://www.youtube.com/intl/fr_ca/ads/resources/creative-resources/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/resources/creative-resources/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:38:07	85565/85565	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:37:49%20GMT	https://www.youtube.com/intl/fr_ca/ads/resources/creator-promotions/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/resources/creator-promotions/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:38:08	64380/64380	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:06%20GMT	https://www.youtube.com/intl/fr_ca/ads/resources/measurement-tools/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/resources/measurement-tools/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:38:08	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202024%2019:38:07%20GMT	https://www.youtube.com/intl/ALL_krtel:1-877-763-9810	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_krtel_1-877-763-9810.1b5.delayed	(from https://www.youtube.com/intl/ALL_kr/ads/)
00:38:28	70317/70317	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:07%20GMT	https://www.youtube.com/intl/fr_ca/ads/resources/best-practices/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/resources/best-practices/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:38:31	102956/102956	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:08%20GMT	https://www.youtube.com/intl/ALL_de/ads/how-it-works/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/how-it-works/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:38:31	81426/81426	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:08%20GMT	https://www.youtube.com/intl/fr_ca/ads/faqs/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/faqs/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:38:31	78393/78393	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:07%20GMT	https://www.youtube.com/intl/fr_ca/ads/resources/success-stories/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/fr_ca/ads/resources/success-stories/index.html	(from https://www.youtube.com/intl/fr_ca/ads/)
00:38:31	86751/86751	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:28%20GMT	https://www.youtube.com/intl/ALL_de/ads/youtube-for-small-business/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/youtube-for-small-business/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:38:31	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202024%2019:38:30%20GMT	https://www.youtube.com/intl/ALL_rutel:1-877-763-9810	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_rutel_1-877-763-9810.1b6.delayed	(from https://www.youtube.com/intl/ALL_ru/ads/)
00:38:51	74387/74387	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:31%20GMT	https://www.youtube.com/intl/ALL_de/ads/how-it-works/set-up-a-campaign/audience/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/how-it-works/set-up-a-campaign/audience/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:38:52	122066/122066	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:30%20GMT	https://www.youtube.com/intl/ALL_de/ads/how-it-works/create-a-video-ad/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/how-it-works/create-a-video-ad/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:38:52	72008/72008	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:30%20GMT	https://www.youtube.com/intl/ALL_de/ads/how-it-works/set-up-a-campaign/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/how-it-works/set-up-a-campaign/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:38:52	69119/69119	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:31%20GMT	https://www.youtube.com/intl/ALL_de/ads/how-it-works/set-up-a-campaign/budget/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/how-it-works/set-up-a-campaign/budget/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:38:52	88721/88721	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:51%20GMT	https://www.youtube.com/intl/ALL_de/ads/how-it-works/measure-your-results/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/how-it-works/measure-your-results/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:38:52	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202024%2019:38:51%20GMT	https://www.youtube.com/intl/ALL_sgtel:1-877-763-9810	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_sgtel_1-877-763-9810.1b7.delayed	(from https://www.youtube.com/intl/ALL_sg/ads/)
00:39:09	66527/66527	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:51%20GMT	https://www.youtube.com/intl/ALL_de/ads/resources/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/resources/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:39:13	96986/96986	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:52%20GMT	https://www.youtube.com/intl/ALL_de/ads/resources/creative-resources/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/resources/creative-resources/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:39:13	74081/74081	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:51%20GMT	https://www.youtube.com/intl/ALL_de/ads/news-and-inspiration/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/news-and-inspiration/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:39:13	85639/85639	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:38:52%20GMT	https://www.youtube.com/intl/ALL_de/ads/resources/creator-promotions/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/resources/creator-promotions/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:39:13	64296/64296	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:09%20GMT	https://www.youtube.com/intl/ALL_de/ads/resources/measurement-tools/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/resources/measurement-tools/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:39:14	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202024%2019:39:13%20GMT	https://www.youtube.com/intl/ALL_thtel:1-877-763-9810	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_thtel_1-877-763-9810.1b8.delayed	(from https://www.youtube.com/intl/ALL_th/ads/)
00:39:31	70120/70120	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:13%20GMT	https://www.youtube.com/intl/ALL_de/ads/resources/best-practices/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/resources/best-practices/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:39:33	80999/80999	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:13%20GMT	https://www.youtube.com/intl/ALL_de/ads/faqs/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/faqs/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:39:33	78357/78357	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:13%20GMT	https://www.youtube.com/intl/ALL_de/ads/resources/success-stories/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_de/ads/resources/success-stories/index.html	(from https://www.youtube.com/intl/ALL_de/ads/)
00:39:33	103416/103416	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:13%20GMT	https://www.youtube.com/intl/ALL_fr/ads/how-it-works/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/how-it-works/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:39:34	87119/87119	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:31%20GMT	https://www.youtube.com/intl/ALL_fr/ads/youtube-for-small-business/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/youtube-for-small-business/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:39:34	82644/82644	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:33%20GMT	https://www.youtube.com/intl/ALL_fr/ads/how-it-works/create-a-video-ad/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/how-it-works/create-a-video-ad/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:39:34	72356/72356	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:33%20GMT	https://www.youtube.com/intl/ALL_fr/ads/how-it-works/set-up-a-campaign/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/how-it-works/set-up-a-campaign/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:39:34	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202024%2019:39:33%20GMT	https://www.youtube.com/intl/ALL_uatel:1-877-763-9810	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_uatel_1-877-763-9810.1b9.delayed	(from https://www.youtube.com/intl/ALL_ua/ads/)
00:39:35	74791/74791	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:33%20GMT	https://www.youtube.com/intl/ALL_fr/ads/how-it-works/set-up-a-campaign/audience/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/how-it-works/set-up-a-campaign/audience/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:39:35	73867/73867	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:34%20GMT	https://www.youtube.com/intl/ALL_fr/ads/news-and-inspiration/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/news-and-inspiration/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:39:35	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202024%2019:39:34%20GMT	https://www.youtube.com/intl/ALL_vntel:1-877-763-9810	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_vntel_1-877-763-9810.1ba.delayed	(from https://www.youtube.com/intl/ALL_vn/ads/)
00:39:49	88466/88466	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:34%20GMT	https://www.youtube.com/intl/ALL_fr/ads/how-it-works/measure-your-results/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/how-it-works/measure-your-results/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:39:49	69542/69542	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:34%20GMT	https://www.youtube.com/intl/ALL_fr/ads/how-it-works/set-up-a-campaign/budget/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/how-it-works/set-up-a-campaign/budget/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:39:49	66691/66691	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:35%20GMT	https://www.youtube.com/intl/ALL_fr/ads/resources/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/resources/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:39:49	97719/97719	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:35%20GMT	https://www.youtube.com/intl/ALL_fr/ads/resources/creative-resources/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/resources/creative-resources/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:39:49	3384/3384	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Oct%202024%2019:39:48%20GMT	https://www.youtube.com/intl/ALL_jptel:1-877-763-9810	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_jptel_1-877-763-9810.1bb.delayed	(from https://www.youtube.com/intl/ALL_jp/ads/)
00:40:00	64666/64666	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:49%20GMT	https://www.youtube.com/intl/ALL_fr/ads/resources/measurement-tools/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/resources/measurement-tools/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:40:04	70134/70134	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:49%20GMT	https://www.youtube.com/intl/ALL_fr/ads/resources/best-practices/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/resources/best-practices/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:40:04	85663/85663	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:48%20GMT	https://www.youtube.com/intl/ALL_fr/ads/resources/creator-promotions/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/resources/creator-promotions/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:40:04	81968/81968	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:40:00%20GMT	https://www.youtube.com/intl/ALL_fr/ads/faqs/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/faqs/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:40:04	92241/92241	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:39:49%20GMT	https://www.youtube.com/intl/ALL_fr/ads/resources/success-stories/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_fr/ads/resources/success-stories/index.html	(from https://www.youtube.com/intl/ALL_fr/ads/)
00:40:04	100298/100298	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:40:03%20GMT	https://www.youtube.com/intl/ALL_id/ads/how-it-works/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_id/ads/how-it-works/index.html	(from https://www.youtube.com/intl/ALL_id/ads/)
00:40:05	522/522	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://www.gstatic.com/onebox/sports/olympics/flags/UAE.png	C:/Users/Admin/Desktop/Ziston/www.gstatic.com/onebox/sports/olympics/flags/UAE.png	(from https://www.youtube.com/intl/ALL_ae/ads/)
00:40:05	84460/84460	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:40:04%20GMT	https://www.youtube.com/intl/ALL_id/ads/youtube-for-small-business/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_id/ads/youtube-for-small-business/index.html	(from https://www.youtube.com/intl/ALL_id/ads/)
00:40:05	1686/1686	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://www.gstatic.com/onebox/sports/olympics/flags/EGY.png	C:/Users/Admin/Desktop/Ziston/www.gstatic.com/onebox/sports/olympics/flags/EGY.png	(from https://www.youtube.com/intl/ALL_ae/ads/)
00:40:05	119233/119233	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:40:04%20GMT	https://www.youtube.com/intl/ALL_id/ads/how-it-works/create-a-video-ad/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_id/ads/how-it-works/create-a-video-ad/index.html	(from https://www.youtube.com/intl/ALL_id/ads/)
00:40:05	69795/69795	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:40:04%20GMT	https://www.youtube.com/intl/ALL_id/ads/how-it-works/set-up-a-campaign/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_id/ads/how-it-works/set-up-a-campaign/index.html	(from https://www.youtube.com/intl/ALL_id/ads/)
00:40:05	72124/72124	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:40:04%20GMT	https://www.youtube.com/intl/ALL_id/ads/how-it-works/set-up-a-campaign/audience/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_id/ads/how-it-works/set-up-a-campaign/audience/index.html	(from https://www.youtube.com/intl/ALL_id/ads/)
00:40:05	5206/5206	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://www.gstatic.com/onebox/sports/olympics/flags/KSA.png	C:/Users/Admin/Desktop/Ziston/www.gstatic.com/onebox/sports/olympics/flags/KSA.png	(from https://www.youtube.com/intl/ALL_ae/ads/)
00:40:06	72268/72268	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:40:05%20GMT	https://www.youtube.com/intl/ALL_id/ads/news-and-inspiration/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_id/ads/news-and-inspiration/index.html	(from https://www.youtube.com/intl/ALL_id/ads/)
00:40:06	66825/66825	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:40:05%20GMT	https://www.youtube.com/intl/ALL_id/ads/how-it-works/set-up-a-campaign/budget/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_id/ads/how-it-works/set-up-a-campaign/budget/index.html	(from https://www.youtube.com/intl/ALL_id/ads/)
00:40:06	85270/85270	---MCZ	200	added ('OK')	text/html	date:Wed,%2030%20Oct%202024%2019:40:05%20GMT	https://www.youtube.com/intl/ALL_id/ads/how-it-works/measure-your-results/	C:/Users/Admin/Desktop/Ziston/www.youtube.com/intl/ALL_id/ads/how-it-works/measure-your-results/index.html	(from https://www.youtube.com/intl/ALL_id/ads/)
00:40:06	1421/1421	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202019%2010:15:00%20GMT	https://www.gstatic.com/onebox/sports/olympics/flags/MAR.png	C:/Users/Admin/Desktop/Ziston/www.gstatic.com/onebox/sports/olympics/flags/MAR.png	(from https://www.youtube.com/intl/ALL_ae/ads/)
